frame,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y
44,0.5375233292579651,0.8745176792144775,0.35007432103157043,0.6005715727806091,0.4811994731426239,0.4510961174964905,0.47586002945899963,0.4481145441532135,0.529704213142395,0.6461427807807922,0.47042956948280334,0.6586018204689026
45,0.46667686104774475,0.8876008987426758,0.39041659235954285,0.6069740056991577,0.47084563970565796,0.4621409475803375,0.47323793172836304,0.4691847264766693,0.5099402070045471,0.6706690192222595,0.5070277452468872,0.6735332012176514
46,0.40554922819137573,0.8910619616508484,0.42546823620796204,0.6387723088264465,0.4579556882381439,0.46814608573913574,0.4719075858592987,0.4719708263874054,0.46023496985435486,0.6804631948471069,0.5542956590652466,0.6559239625930786
47,0.3486088812351227,0.8708164691925049,0.45573171973228455,0.6846864223480225,0.46124523878097534,0.4642549157142639,0.47129201889038086,0.46237829327583313,0.42345550656318665,0.6831086874008179,0.5765045881271362,0.6115773320198059
48,0.321895569562912,0.8514998555183411,0.49891072511672974,0.7591796517372131,0.46970927715301514,0.4578794538974762,0.4696406424045563,0.45691758394241333,0.40305882692337036,0.6652326583862305,0.5844452381134033,0.5837456583976746
49,0.29983776807785034,0.8003504872322083,0.5414091944694519,0.8122648596763611,0.46684980392456055,0.45438817143440247,0.4717358946800232,0.4541037976741791,0.4061824083328247,0.656324028968811,0.5798816084861755,0.5914139151573181
50,0.292306512594223,0.7349860668182373,0.5608305335044861,0.8688269257545471,0.4701173007488251,0.461990624666214,0.4732394814491272,0.45932355523109436,0.420076459646225,0.665421724319458,0.5630819201469421,0.6143398284912109
51,0.3220667243003845,0.6682438254356384,0.5457027554512024,0.8989107012748718,0.47164836525917053,0.47188645601272583,0.473173588514328,0.4729122519493103,0.4424664080142975,0.6804107427597046,0.5607432723045349,0.652340292930603
52,0.41467592120170593,0.7709192633628845,0.42833074927330017,0.8788690567016602,0.4716166853904724,0.47756227850914,0.4612220227718353,0.4779885709285736,0.49166837334632874,0.6809914112091064,0.5173003673553467,0.6855663061141968
53,0.4061848521232605,0.6754460334777832,0.4376350939273834,0.9079458713531494,0.46766525506973267,0.4887852966785431,0.4509401321411133,0.48919010162353516,0.5207248330116272,0.6838158369064331,0.5060814619064331,0.6970869302749634
54,0.43598175048828125,0.6894775629043579,0.3863203227519989,0.9142236113548279,0.4666999280452728,0.4884832203388214,0.4492938220500946,0.4913158416748047,0.5568510293960571,0.6366767883300781,0.45725852251052856,0.709058403968811
55,0.47192320227622986,0.715238094329834,0.33488157391548157,0.893169641494751,0.4675925672054291,0.4868789613246918,0.4547467529773712,0.494589239358902,0.5732799172401428,0.5950465202331543,0.4103808104991913,0.7064533233642578
56,0.5208658576011658,0.7658634781837463,0.304602712392807,0.8658003211021423,0.4769080579280853,0.4838642179965973,0.45733314752578735,0.49187666177749634,0.5784669518470764,0.5933672189712524,0.3906322121620178,0.6928123235702515
57,0.5515701770782471,0.8223081231117249,0.2878960967063904,0.8095386624336243,0.47855618596076965,0.4833046793937683,0.45863276720046997,0.4907720983028412,0.5726999640464783,0.6063331365585327,0.39879927039146423,0.6893681287765503
58,0.5668922662734985,0.8705411553382874,0.28949058055877686,0.730324387550354,0.4783822298049927,0.4875200688838959,0.47002676129341125,0.4947991371154785,0.5585432052612305,0.6353825330734253,0.4183731973171234,0.6937550902366638
59,0.5561755299568176,0.897001326084137,0.31989529728889465,0.6798591613769531,0.4783031642436981,0.5035620331764221,0.4763627052307129,0.5054897665977478,0.5511066317558289,0.6727129817008972,0.4272623360157013,0.7129999995231628
60,0.5237907767295837,0.9232836961746216,0.3637034595012665,0.6601743698120117,0.4748475253582001,0.5162319540977478,0.4757018983364105,0.5194312930107117,0.5207353234291077,0.7032811641693115,0.4921482503414154,0.7198869585990906
61,0.46097370982170105,0.9400131702423096,0.40617936849594116,0.6767067909240723,0.4712834358215332,0.529984176158905,0.4746750295162201,0.5341376662254333,0.5045804381370544,0.7332753539085388,0.5281628966331482,0.723355770111084
62,0.41583573818206787,0.904259979724884,0.4464733302593231,0.7092413902282715,0.4664589762687683,0.5344122648239136,0.4741242825984955,0.533367395401001,0.461731880903244,0.7299783229827881,0.5632902979850769,0.6922119855880737
63,0.3527921438217163,0.9072009921073914,0.4832718074321747,0.7631683349609375,0.46700212359428406,0.5291421413421631,0.47619131207466125,0.5297113060951233,0.4204457104206085,0.7347044348716736,0.5839316248893738,0.650616466999054
64,0.32904112339019775,0.8795962929725647,0.5275801420211792,0.8285756707191467,0.4729905128479004,0.5241854786872864,0.4805060923099518,0.5248699188232422,0.4077395796775818,0.7187061309814453,0.5908433198928833,0.6383515000343323
65,0.3051232695579529,0.8227174282073975,0.5661685466766357,0.8862471580505371,0.47632747888565063,0.5244656801223755,0.4843950569629669,0.523800790309906,0.4170108437538147,0.7138245701789856,0.580450713634491,0.6508581638336182
66,0.31138405203819275,0.7426571846008301,0.5804758667945862,0.9284681677818298,0.48232734203338623,0.528014600276947,0.48591798543930054,0.5258933901786804,0.4330123960971832,0.7198534607887268,0.5635719299316406,0.6838758587837219
67,0.344119668006897,0.6998841166496277,0.5622864961624146,0.9535782337188721,0.48375752568244934,0.5347136855125427,0.4849483072757721,0.5336732864379883,0.44184574484825134,0.7363133430480957,0.5531396269798279,0.7293037176132202
68,0.4107024371623993,0.7492191195487976,0.504345715045929,0.8942642211914062,0.48435455560684204,0.546574592590332,0.48133739829063416,0.553800642490387,0.5057947635650635,0.7351073026657104,0.5263329744338989,0.7534242272377014
69,0.42736291885375977,0.7306352853775024,0.44470056891441345,0.8749656677246094,0.483632892370224,0.5654302835464478,0.47508901357650757,0.571000337600708,0.5415602922439575,0.7369902729988098,0.5190470218658447,0.7556760907173157
70,0.47192344069480896,0.7358436584472656,0.405014306306839,0.9436693787574768,0.4855603575706482,0.5650700330734253,0.47416749596595764,0.571379542350769,0.5750025510787964,0.6988739371299744,0.46584078669548035,0.7747077941894531
71,0.3695432245731354,0.9228307604789734,0.4873821437358856,0.8112054467201233,0.4847806990146637,0.5665887594223022,0.4859970808029175,0.575131893157959,0.4382878541946411,0.7516627311706543,0.5736116766929626,0.679330050945282
72,0.5384002327919006,0.8627992868423462,0.3384939730167389,0.8595693111419678,0.48762622475624084,0.5631570219993591,0.49010229110717773,0.5705462098121643,0.5856530666351318,0.6762830018997192,0.4306787848472595,0.7229893207550049
73,0.5762072205543518,0.88611900806427,0.31415605545043945,0.832557737827301,0.49012067914009094,0.5614632368087769,0.49453040957450867,0.5704887509346008,0.5868625044822693,0.6820990443229675,0.42659541964530945,0.7470468878746033
74,0.5910031199455261,0.9341701865196228,0.3250664174556732,0.7610876560211182,0.49328121542930603,0.5726661682128906,0.501430094242096,0.5790365934371948,0.5728228092193604,0.7146441340446472,0.442805677652359,0.7630242109298706
75,0.5773582458496094,0.9618154764175415,0.35202184319496155,0.7075791358947754,0.5011933445930481,0.5859214067459106,0.5027895569801331,0.5899046063423157,0.5610525608062744,0.7523673176765442,0.459793359041214,0.7791746258735657
76,0.5407666563987732,0.9397898316383362,0.3636119067668915,0.7052907943725586,0.5048611164093018,0.61361163854599,0.499014675617218,0.6204128265380859,0.5507084727287292,0.7716919779777527,0.4831886887550354,0.8019323348999023
77,0.4533129632472992,0.8652894496917725,0.429472416639328,0.7201917171478271,0.5036121010780334,0.6160202622413635,0.4972139596939087,0.6231895089149475,0.529103696346283,0.7907863855361938,0.5352453589439392,0.8062666654586792
78,0.4565157890319824,0.8364940285682678,0.4661741852760315,0.7232153415679932,0.5000836849212646,0.6092687845230103,0.496235191822052,0.611079216003418,0.541891872882843,0.7714581489562988,0.5741367340087891,0.7823576927185059
79,0.38483086228370667,0.9379605054855347,0.48949289321899414,0.8192548155784607,0.49834737181663513,0.6051051020622253,0.5023367404937744,0.6081591844558716,0.4487445056438446,0.7947922348976135,0.5934053659439087,0.7336447834968567
80,0.3661710023880005,0.9162858128547668,0.5369316339492798,0.8896778225898743,0.5041754245758057,0.6025307178497314,0.502743661403656,0.6070360541343689,0.4357914626598358,0.7800514101982117,0.5991167426109314,0.7191360592842102
81,0.34247976541519165,0.8628305792808533,0.5777593851089478,0.9351027607917786,0.5025559067726135,0.6000008583068848,0.503904402256012,0.6044527292251587,0.44127216935157776,0.773810863494873,0.588049054145813,0.7270274758338928
82,0.34648120403289795,0.7914928197860718,0.5945809483528137,0.9686124324798584,0.5051564574241638,0.600259006023407,0.5050436854362488,0.6044989228248596,0.4546254873275757,0.774645984172821,0.5729825496673584,0.7529309988021851
83,0.3683074712753296,0.7480811476707458,0.5763765573501587,0.9808010458946228,0.5068747997283936,0.6086037755012512,0.5046398043632507,0.614814043045044,0.4683361351490021,0.7868003845214844,0.5645898580551147,0.7824585437774658
84,0.43016189336776733,0.795849621295929,0.48751771450042725,0.8683215975761414,0.50638347864151,0.6206920146942139,0.5004929900169373,0.6325492858886719,0.5084988474845886,0.7910579442977905,0.5514772534370422,0.8030847907066345
85,0.4556547999382019,0.8068718314170837,0.4526485800743103,0.867599368095398,0.5014193058013916,0.6407074332237244,0.49093806743621826,0.6533781886100769,0.5468779802322388,0.7950797080993652,0.5440876483917236,0.8142289519309998
86,0.4661480188369751,0.822435736656189,0.45645561814308167,0.8694822192192078,0.48553234338760376,0.6416048407554626,0.4934013783931732,0.6500074863433838,0.5544735789299011,0.7709829807281494,0.5399098992347717,0.7728424072265625
87,0.4964781403541565,0.8242577314376831,0.3869204819202423,0.9474202394485474,0.48764973878860474,0.6346736550331116,0.4948402941226959,0.6442352533340454,0.5856794714927673,0.7223628163337708,0.45993727445602417,0.8077561855316162
88,0.5397853255271912,0.8571909070014954,0.36697208881378174,0.9212967753410339,0.4985617697238922,0.6311531066894531,0.5057572722434998,0.6396841406822205,0.5965682864189148,0.7163775563240051,0.4421793222427368,0.7987955808639526
89,0.5705040097236633,0.9037229418754578,0.3483637273311615,0.8854357004165649,0.5039719343185425,0.6335536241531372,0.5047808289527893,0.6432512402534485,0.5939380526542664,0.7272716760635376,0.4423033893108368,0.8012555837631226
90,0.5872498750686646,0.9484849572181702,0.3483574092388153,0.8123613595962524,0.5035388469696045,0.6447443962097168,0.5060813426971436,0.6519847512245178,0.5784130692481995,0.7594160437583923,0.45359447598457336,0.8176570534706116
91,0.3781834542751312,0.7759949564933777,0.565339207649231,0.9645699858665466,0.49406278133392334,0.6596735715866089,0.5088359117507935,0.6640733480453491,0.4771111309528351,0.8066001534461975,0.5499753355979919,0.810139000415802
92,0.5247021317481995,0.9389073252677917,0.4239020347595215,0.7743726968765259,0.4930466413497925,0.6799420118331909,0.5071384310722351,0.6850461363792419,0.5103245973587036,0.8218852281570435,0.5186067819595337,0.8403178453445435
93,0.46084147691726685,0.8122725486755371,0.43830230832099915,0.7814295887947083,0.49504461884498596,0.6870922446250916,0.5050270557403564,0.6986612677574158,0.5174458622932434,0.823961079120636,0.526975691318512,0.8637731075286865
94,0.4629369080066681,0.9071934223175049,0.46954452991485596,0.8149752020835876,0.4941728711128235,0.6829901337623596,0.5034599900245667,0.6913272142410278,0.5087122917175293,0.8183547854423523,0.5658655762672424,0.8508292436599731
95,0.40951618552207947,0.9576712250709534,0.48294728994369507,0.8390448093414307,0.5065023303031921,0.6810757517814636,0.5022221207618713,0.6825729012489319,0.5096131563186646,0.8447475433349609,0.5781452059745789,0.7728661298751831
96,0.38528719544410706,0.9339844584465027,0.5268933176994324,0.904246985912323,0.5066086053848267,0.6757113337516785,0.5056875944137573,0.6790826320648193,0.4505515694618225,0.8261294960975647,0.5920776128768921,0.762145459651947
97,0.36730095744132996,0.9067838191986084,0.5674427151679993,0.9418818950653076,0.5058990120887756,0.6710205674171448,0.5085564851760864,0.6773784756660461,0.4520721733570099,0.8206795454025269,0.586089551448822,0.7685728073120117
98,0.3722779154777527,0.835338830947876,0.5914652943611145,0.9750149250030518,0.5081638693809509,0.6692204475402832,0.5124441385269165,0.6761872172355652,0.4639534652233124,0.8166016340255737,0.5735116600990295,0.7817547917366028
99,0.38906705379486084,0.7914735674858093,0.5842769742012024,0.9899091720581055,0.5151864886283875,0.6679982542991638,0.5114168524742126,0.6749453544616699,0.47672614455223083,0.8174532055854797,0.5660205483436584,0.8050301671028137
100,0.4216228723526001,0.7739620208740234,0.55775386095047,0.9794919490814209,0.5187048316001892,0.6699800491333008,0.510996401309967,0.6754999160766602,0.505193293094635,0.8226566910743713,0.5642797350883484,0.8182089924812317
101,0.4671712815761566,0.7984946966171265,0.46765273809432983,0.872135579586029,0.5157020688056946,0.6704975366592407,0.5080495476722717,0.6786748170852661,0.5448389649391174,0.8201244473457336,0.5511900186538696,0.8345032930374146
102,0.4682539403438568,0.9028799533843994,0.47774234414100647,0.7972843647003174,0.5094987750053406,0.6787759065628052,0.509253978729248,0.6826955676078796,0.537484884262085,0.8297556638717651,0.5721355080604553,0.79062420129776
103,0.5125166177749634,0.8396629095077515,0.4263058006763458,0.9320996403694153,0.5145530104637146,0.6700730919837952,0.5114477276802063,0.6793550252914429,0.5910713076591492,0.7465242147445679,0.4864303767681122,0.8180273175239563
104,0.552119255065918,0.8465758562088013,0.4023762345314026,0.9282729029655457,0.5220221281051636,0.6526049375534058,0.5217276215553284,0.6621018052101135,0.6024243831634521,0.7235537767410278,0.46803733706474304,0.8059290647506714
105,0.5850003361701965,0.8822404146194458,0.380803644657135,0.8857331871986389,0.5303329825401306,0.6464276313781738,0.5241562724113464,0.6540482044219971,0.6041401028633118,0.7289229035377502,0.4667944312095642,0.7960669994354248
106,0.6077229976654053,0.9172348380088806,0.3857777714729309,0.8126257658004761,0.529761016368866,0.6458290219306946,0.5247372984886169,0.6536341309547424,0.5947811007499695,0.7484584450721741,0.4752897322177887,0.7971750497817993
107,0.6075713038444519,0.9399441480636597,0.40271079540252686,0.7703596353530884,0.5267724394798279,0.6478636860847473,0.5304744243621826,0.6548565626144409,0.5837686657905579,0.7741299867630005,0.48928242921829224,0.802905261516571
108,0.5860139727592468,0.9614720344543457,0.4150480329990387,0.7438172698020935,0.5267834663391113,0.6561863422393799,0.5363433957099915,0.6604074835777283,0.5751480460166931,0.796098530292511,0.5083830952644348,0.8083773851394653
109,0.5305256247520447,0.9252111911773682,0.46724164485931396,0.7565760016441345,0.5301217436790466,0.6740649342536926,0.5317233800888062,0.6811513304710388,0.560796856880188,0.8103847503662109,0.546301543712616,0.8265355825424194
110,0.49552303552627563,0.9575279951095581,0.4980355203151703,0.7744094729423523,0.5286588072776794,0.6715209484100342,0.5316890478134155,0.6784722208976746,0.5316802263259888,0.8143258690834045,0.5816057920455933,0.810899555683136
111,0.45775213837623596,0.9460426568984985,0.514274537563324,0.7915565371513367,0.528196394443512,0.6698499917984009,0.5312977433204651,0.673636794090271,0.5079718828201294,0.8132376074790955,0.6012834310531616,0.7620635032653809
112,0.5332327485084534,0.8599516749382019,0.448297381401062,0.897335410118103,0.5470720529556274,0.6586763262748718,0.5304285883903503,0.6652921438217163,0.6029762625694275,0.7467371821403503,0.49682947993278503,0.7770088315010071
113,0.42289239168167114,0.8698067665100098,0.578877866268158,0.8923797011375427,0.541119396686554,0.6492676138877869,0.5395270586013794,0.6560728549957275,0.492464154958725,0.7606415748596191,0.6065746545791626,0.7399541139602661
114,0.40210554003715515,0.858508288860321,0.6069549322128296,0.9505347609519958,0.5392113327980042,0.6661319136619568,0.5399825572967529,0.6679050326347351,0.48713889718055725,0.7967705726623535,0.6006289720535278,0.756524920463562
115,0.4163643419742584,0.7824622988700867,0.6226950287818909,0.9442168474197388,0.5394112467765808,0.6577926874160767,0.5423988103866577,0.6587483286857605,0.5017983317375183,0.7959752678871155,0.5937560796737671,0.7638311982154846
116,0.4361872375011444,0.7611108422279358,0.6065467000007629,0.9614110589027405,0.5416495203971863,0.6613859534263611,0.5415945053100586,0.6652189493179321,0.5130850672721863,0.797041118144989,0.586541473865509,0.7928268909454346
117,0.46867436170578003,0.7607685327529907,0.5744159817695618,0.9709110856056213,0.5402714014053345,0.6714928150177002,0.5401252508163452,0.6808689832687378,0.5396957397460938,0.7957181334495544,0.5778725147247314,0.8192689418792725
118,0.5112009644508362,0.8870620727539062,0.5055177807807922,0.8025027513504028,0.5390145182609558,0.684420645236969,0.536962628364563,0.6962209343910217,0.5666678547859192,0.8097182512283325,0.5744527578353882,0.8220661282539368
119,0.49844637513160706,0.9073721766471863,0.5160945057868958,0.8183137774467468,0.5246827602386475,0.6911587119102478,0.536734938621521,0.6966253519058228,0.5594953894615173,0.8218870759010315,0.5854154229164124,0.7959914803504944
120,0.5314534306526184,0.8493889570236206,0.4487699568271637,0.9409992694854736,0.52590012550354,0.6888877153396606,0.5333768129348755,0.6958649754524231,0.5986225605010986,0.7538039684295654,0.4990367889404297,0.8319250345230103
121,0.5600156784057617,0.8574101328849792,0.42372745275497437,0.9280382394790649,0.5340308547019958,0.6854842901229858,0.5279176235198975,0.6919876933097839,0.6060651540756226,0.7472535371780396,0.4769781827926636,0.8250625133514404
122,0.5811021327972412,0.9034045934677124,0.39369505643844604,0.9168599247932434,0.533967137336731,0.68588787317276,0.5208584070205688,0.6937282681465149,0.6009344458580017,0.7592977285385132,0.47109100222587585,0.8266519904136658
123,0.5893373489379883,0.9468771815299988,0.38635504245758057,0.8684930801391602,0.5235795378684998,0.6890735626220703,0.5149047374725342,0.6962078809738159,0.5870455503463745,0.7851182222366333,0.4701329171657562,0.8356539607048035
124,0.5819917917251587,0.9688647389411926,0.39184510707855225,0.8267319202423096,0.5088329315185547,0.6955564618110657,0.5134199857711792,0.6987351179122925,0.5677610039710999,0.8145511150360107,0.47749561071395874,0.8450585007667542
125,0.5610421895980835,0.9667111039161682,0.4067225158214569,0.8083414435386658,0.5056908130645752,0.716820240020752,0.504851758480072,0.7168368101119995,0.5390117764472961,0.840394914150238,0.48606806993484497,0.8659910559654236
126,0.4431418478488922,0.8086563348770142,0.4241620600223541,0.810242772102356,0.48876264691352844,0.7199971079826355,0.48916947841644287,0.7287657856941223,0.5085553526878357,0.8506226539611816,0.4957032799720764,0.8805928826332092
127,0.4432421326637268,0.8554223775863647,0.43985092639923096,0.8202697038650513,0.47052907943725586,0.7160647511482239,0.4750281870365143,0.7225821614265442,0.4886488914489746,0.8381158709526062,0.5176819562911987,0.875423789024353
